project,versionId,versionIndex,versionDate,AbstractnessMetric,ChangeHasOccurred,ComponentType,FanIn,FanOut,InstabilityMetric,IsNested,LinesOfCode,NumberOfChildren,PageRank,TotalAmountOfChanges,constructType,filePathReal,filePathRelative,name,simpleName,vertexId,vertexLabel
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.25,false,PACKAGE,1,5,0.909090909090909,false,85,4,0.00119609528808963,0,PACKAGE,/data/logging-log4j2/log4j-1.2-api/src/main/java/org/apache/log4j/builders/rolling/package-info.java,log4j-1.2-api/src/main/java/org/apache/log4j/builders/rolling/package-info.java,org.apache.log4j.builders.rolling,rolling,0,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,1,3,0.8,false,23,1,0.00514891028440741,0,PACKAGE,/data/logging-log4j2/log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/util/package-info.java,log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/util/package-info.java,org.apache.logging.log4j.core.test.util,util,8279,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,28,9,0.171428571428571,false,299,8,0.00848297671498081,0,PACKAGE,/data/logging-log4j2/log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/appender/package-info.java,log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/appender/package-info.java,org.apache.logging.log4j.core.test.appender,appender,8287,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,2,2,0.428571428571429,false,286,6,0.00138032614749158,0,PACKAGE,/data/logging-log4j2/log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/smtp/package-info.java,log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/smtp/package-info.java,org.apache.logging.log4j.core.test.smtp,smtp,8299,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,2,0,1,false,0,1,0.0028250290466283,0,PACKAGE,.,.,org.apache.logging.log4j.core.test.internal,internal,8307,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.2,false,PACKAGE,39,13,0.0756013745704467,false,513,15,0.0138852235390562,0,PACKAGE,/data/logging-log4j2/log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/junit/package-info.java,log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/junit/package-info.java,org.apache.logging.log4j.core.test.junit,junit,8315,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,1,0,0,false,46,3,0.00119587428013311,0,PACKAGE,/data/logging-log4j2/log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/hamcrest/package-info.java,log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/hamcrest/package-info.java,org.apache.logging.log4j.core.test.hamcrest,hamcrest,8327,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,1,false,PACKAGE,2,4,0.666666666666667,false,41,1,0.00154247273859003,0,PACKAGE,/data/logging-log4j2/log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/layout/package-info.java,log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/layout/package-info.java,org.apache.logging.log4j.core.test.layout,layout,8335,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,1,false,PACKAGE,4,0,0,false,5,1,0.00195501879716016,0,PACKAGE,.,.,org.apache.log4j.internal.annotation,annotation,8344,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,1,1,false,34,3,0.00112368277164334,0,PACKAGE,/data/logging-log4j2/log4j-slf4j-impl/src/main/java/org/slf4j/impl/package-info.java,log4j-slf4j-impl/src/main/java/org/slf4j/impl/package-info.java,org.slf4j.impl,impl,154,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,1,3,0.333333333333333,false,507,11,0.00130502896074728,0,PACKAGE,/data/logging-log4j2/log4j-iostreams/src/main/java/org/apache/logging/log4j/io/internal/package-info.java,log4j-iostreams/src/main/java/org/apache/logging/log4j/io/internal/package-info.java,org.apache.logging.log4j.io.internal,internal,214,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,1,18,1,false,497,6,0.00169013151836329,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/appender/mom/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/mom/package-info.java,org.apache.logging.log4j.core.appender.mom,mom,8441,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.444444444444444,false,PACKAGE,3,13,0.85,false,584,9,0.00145336673556918,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/appender/nosql/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/nosql/package-info.java,org.apache.logging.log4j.core.appender.nosql,nosql,24889,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,12,1,false,524,4,0.00112368277164334,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/appender/mom/jeromq/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/mom/jeromq/package-info.java,org.apache.logging.log4j.core.appender.mom.jeromq,jeromq,8515,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.142857142857143,false,PACKAGE,1,14,0.966666666666667,false,457,7,0.00126351435238642,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/appender/mom/kafka/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/mom/kafka/package-info.java,org.apache.logging.log4j.core.appender.mom.kafka,kafka,8527,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.04,false,PACKAGE,5,9,0.379310344827586,false,967,25,0.00209897487284663,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/ssl/package-info.java,org.apache.logging.log4j.core.net.ssl,ssl,8536,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,2,1,false,0,1,0.00112368277164334,0,PACKAGE,.,.,org.apache.logging.log4j.spring.cloud.config,config,405,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,5,1,false,88,4,0.00112368277164334,0,PACKAGE,/data/logging-log4j2/log4j-spring-cloud-config-client/src/main/java/org/apache/logging/log4j/spring/cloud/config/client/package-info.java,log4j-spring-cloud-config-client/src/main/java/org/apache/logging/log4j/spring/cloud/config/client/package-info.java,org.apache.logging.log4j.spring.cloud.config.client,client,411,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.0714285714285714,false,PACKAGE,72,5,0.0333333333333333,false,893,14,0.0541352647488651,0,PACKAGE,/data/logging-log4j2/log4j-api/src/main/java/org/apache/logging/log4j/status/package-info.java,log4j-api/src/main/java/org/apache/logging/log4j/status/package-info.java,org.apache.logging.log4j.status,status,420,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,1,2,0.272727272727273,false,27,1,0.00122502155246194,0,PACKAGE,/data/logging-log4j2/log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/appender/db/jdbc/package-info.java,log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/appender/db/jdbc/package-info.java,org.apache.logging.log4j.core.test.appender.db.jdbc,jdbc,25035,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,2,3,0.8,false,142,2,0.00580789113473717,0,PACKAGE,.,.,org.apache.logging.log4j.core.context.internal,internal,657,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,1,false,PACKAGE,16,2,0.116279069767442,false,47,4,0.00548621518011853,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/constraints/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/plugins/validation/constraints/package-info.java,org.apache.logging.log4j.core.config.plugins.validation.constraints,constraints,8887,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,0,1,false,0,3,0.00112368277164334,0,PACKAGE,.,.,org,org,41674,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.0909090909090909,false,PACKAGE,0,11,1,false,710,11,0.00112368277164334,0,PACKAGE,.,.,org.apache.logging.log4j.jul.test,test,755,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,1,1,false,0,1,0.00112368277164334,0,PACKAGE,.,.,org.slf4j,slf4j,8967,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,0,1,false,0,1,0.00112368277164334,0,PACKAGE,.,.,org.apache.logging.log4j.appserver.internal,internal,8980,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,3,1,false,46,1,0.00112368277164334,0,PACKAGE,/data/logging-log4j2/log4j-appserver/src/main/java/org/apache/logging/log4j/appserver/jetty/package-info.java,log4j-appserver/src/main/java/org/apache/logging/log4j/appserver/jetty/package-info.java,org.apache.logging.log4j.appserver.jetty,jetty,8992,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,1,false,PACKAGE,6,0,0,false,5,1,0.00419507813000199,0,PACKAGE,.,.,org.apache.logging.log4j.core.test.internal.annotation,annotation,9001,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,0,1,false,0,1,0.00112368277164334,0,PACKAGE,.,.,org.apache.logging.log4j.test.internal,internal,9011,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,1,false,PACKAGE,2,0,0,false,5,1,0.0101971652476664,0,PACKAGE,.,.,org.apache.logging.log4j.test.internal.annotation,annotation,9017,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,3,1,false,41,1,0.00112368277164334,0,PACKAGE,/data/logging-log4j2/log4j-1.2-api/src/main/java/org/apache/log4j/or/jms/package-info.java,log4j-1.2-api/src/main/java/org/apache/log4j/or/jms/package-info.java,org.apache.log4j.or.jms,jms,9026,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,1,1,0.5,false,160,2,0.00125396136000605,0,PACKAGE,.,.,org.apache.logging.log4j.core.config.plugins.processor.internal,internal,9054,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,2,4,0.777777777777778,false,53,1,0.00934752327079918,0,PACKAGE,.,.,org.apache.logging.log4j.simple.internal,internal,9080,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,1,1,false,5,1,0.00112368277164334,0,PACKAGE,.,.,org.apache.logging.log4j.core.selector.c,c,9112,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.176470588235294,false,PACKAGE,0,6,1,false,882,17,0.00112368277164334,0,PACKAGE,.,.,org.apache.logging.log4j.core.async.perftest,perftest,9130,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,3,1,false,19,1,0.00112368277164334,0,PACKAGE,.,.,customplugin4,customplugin4,1072,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,3,14,0.891891891891892,false,297,4,0.00133338299378545,0,PACKAGE,.,.,org.apache.log4j.layout,layout,1108,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.128571428571429,false,PACKAGE,1,21,0.963636363636364,false,2852,70,0.00120336467790925,0,PACKAGE,/data/logging-log4j2/log4j-layout-template-json/src/main/java/org/apache/logging/log4j/layout/template/json/resolver/package-info.java,log4j-layout-template-json/src/main/java/org/apache/logging/log4j/layout/template/json/resolver/package-info.java,org.apache.logging.log4j.layout.template.json.resolver,resolver,17504,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.169230769230769,false,PACKAGE,101,28,0.125550660792952,false,3031,88,0.0299089633619769,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/package-info.java,org.apache.logging.log4j.core,core,1358,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,5,1,false,45,2,0.00112368277164334,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/config/yaml/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/yaml/package-info.java,org.apache.logging.log4j.core.config.yaml,yaml,9711,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,2,1,false,8,1,0.00112368277164334,0,PACKAGE,/data/logging-log4j2/log4j-api-test/src/main/java/org/apache/logging/log4j/test/util/package-info.java,log4j-api-test/src/main/java/org/apache/logging/log4j/test/util/package-info.java,org.apache.logging.log4j.test.util,util,9761,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,2,3,0.428571428571429,false,142,3,0.014042038799708,0,PACKAGE,.,.,org.apache.logging.log4j.util.internal,internal,9848,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,2,1,0.5,false,13,1,0.00453364930807734,0,PACKAGE,.,.,org.apache.logging.log4j.core.time.internal,internal,9894,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.166666666666667,false,PACKAGE,1,12,0.95,false,279,6,0.00119609528808963,0,PACKAGE,/data/logging-log4j2/log4j-1.2-api/src/main/java/org/apache/log4j/builders/filter/package-info.java,log4j-1.2-api/src/main/java/org/apache/log4j/builders/filter/package-info.java,org.apache.log4j.builders.filter,filter,10033,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.0833333333333333,false,PACKAGE,2,12,0.92,false,349,12,0.00174319427723284,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/config/arbiters/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/arbiters/package-info.java,org.apache.logging.log4j.core.config.arbiters,arbiters,42911,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,5,12,1,false,214,5,0.00197409478820877,0,PACKAGE,.,.,org.apache.logging.log4j.core.config.builder,builder,43101,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.0588235294117647,false,PACKAGE,0,18,1,false,1073,17,0.00112368277164334,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/appender/routing/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/routing/package-info.java,org.apache.logging.log4j.core.appender.routing,routing,27046,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.333333333333333,false,PACKAGE,8,16,0.675,false,514,8,0.00262807914627652,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/appender/db/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/db/package-info.java,org.apache.logging.log4j.core.appender.db,db,27058,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,1,0,0,false,5,1,0.00140843150624464,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/filter/mutable/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/filter/mutable/package-info.java,org.apache.logging.log4j.core.filter.mutable,mutable,11114,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.5,false,PACKAGE,19,3,0.0851063829787234,false,255,5,0.0112093788055668,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/time/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/time/package-info.java,org.apache.logging.log4j.core.time,time,2932,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,2,9,0.916666666666667,false,1060,7,0.00142713572583154,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/tools/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/tools/package-info.java,org.apache.logging.log4j.core.tools,tools,2940,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.137931034482759,false,PACKAGE,30,28,0.554502369668246,false,6987,59,0.00775187415033326,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/layout/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/layout/package-info.java,org.apache.logging.log4j.core.layout,layout,2948,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.116666666666667,false,PACKAGE,9,21,0.71875,false,5171,120,0.00396827279830503,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/pattern/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/pattern/package-info.java,org.apache.logging.log4j.core.pattern,pattern,2956,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,4,1,false,16,1,0.00112368277164334,0,PACKAGE,.,.,org.apache.logging.log4j.core.fuzz,fuzz,2964,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.4375,false,PACKAGE,2,14,0.771428571428572,false,628,17,0.00226550412001589,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/jmx/package-info.java,org.apache.logging.log4j.core.jmx,jmx,2972,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,20,14,0.333333333333333,false,350,20,0.00635333038104657,0,PACKAGE,/data/logging-log4j2/log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/package-info.java,log4j-core-test/src/main/java/org/apache/logging/log4j/core/test/package-info.java,org.apache.logging.log4j.core.test,test,2980,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,1,1,false,0,1,0.00112368277164334,0,PACKAGE,.,.,org.apache.logging.log4j.core.context,context,2988,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,1,8,0.947368421052632,false,139,2,0.00120327690994767,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/osgi/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/osgi/package-info.java,org.apache.logging.log4j.core.osgi,osgi,2996,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.166666666666667,false,PACKAGE,7,7,0.538461538461538,false,304,6,0.00265722980687622,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/script/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/script/package-info.java,org.apache.logging.log4j.core.script,script,3004,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.148648648648649,false,PACKAGE,76,36,0.232111692844677,false,4460,83,0.0239906444863746,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/config/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/config/package-info.java,org.apache.logging.log4j.core.config,config,3012,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.0833333333333333,false,PACKAGE,39,18,0.332075471698113,false,3837,36,0.0160156395997706,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/impl/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/impl/package-info.java,org.apache.logging.log4j.core.impl,impl,3020,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.222222222222222,false,PACKAGE,10,9,0.542857142857143,false,335,12,0.00555509273937267,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/selector/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/selector/package-info.java,org.apache.logging.log4j.core.selector,selector,3028,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.0833333333333333,false,PACKAGE,15,24,0.81294964028777,false,3951,85,0.00660322504902261,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/async/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/async/package-info.java,org.apache.logging.log4j.core.async,async,3036,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.0952380952380952,false,PACKAGE,27,19,0.531034482758621,false,4282,43,0.00636492820840873,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/filter/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/filter/package-info.java,org.apache.logging.log4j.core.filter,filter,3044,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.263157894736842,false,PACKAGE,4,8,0.606060606060606,false,1021,38,0.00581143812936933,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/jackson/package-info.java,org.apache.logging.log4j.core.jackson,jackson,3052,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.0808080808080808,false,PACKAGE,41,38,0.551236749116608,false,7235,105,0.00842343055414519,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/appender/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/appender/package-info.java,org.apache.logging.log4j.core.appender,appender,3060,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.102040816326531,false,PACKAGE,21,13,0.435294117647059,false,1895,49,0.00551482267498771,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/lookup/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/lookup/package-info.java,org.apache.logging.log4j.core.lookup,lookup,3068,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,8,0,1,false,0,1,0.00544799164806476,0,PACKAGE,.,.,org.apache.logging.log4j.core.internal,internal,3076,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,8,1,false,92,6,0.00112368277164334,0,PACKAGE,.,.,com.example,example,11275,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.148148148148148,false,PACKAGE,22,20,0.53448275862069,false,1867,28,0.00623230458792589,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/net/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/net/package-info.java,org.apache.logging.log4j.core.net,net,3084,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,2,1,false,154,3,0.00112368277164334,0,PACKAGE,.,.,org.apache.logging.log4j.core.message,message,3092,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.272727272727273,false,PACKAGE,0,4,1,false,286,11,0.00112368277164334,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/parser/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/parser/package-info.java,org.apache.logging.log4j.core.parser,parser,3100,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.160493827160494,false,PACKAGE,80,16,0.129032258064516,false,3306,83,0.0253628614913083,0,PACKAGE,/data/logging-log4j2/log4j-core/src/main/java/org/apache/logging/log4j/core/util/package-info.java,log4j-core/src/main/java/org/apache/logging/log4j/core/util/package-info.java,org.apache.logging.log4j.core.util,util,3108,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,6,1,false,0,5,0.00112368277164334,0,PACKAGE,.,.,org.apache.logging.log4j.perf,perf,3117,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,1,25,0.429268292682927,false,4199,58,0.00207881243129535,0,PACKAGE,.,.,org.apache.logging.log4j.perf.jmh,jmh,3123,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,1,4,0.875,false,35,1,0.00119436232098184,0,PACKAGE,.,.,org.apache.logging.log4j.perf.appender,appender,3131,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,1,7,0.409090909090909,false,86,6,0.00119436232098184,0,PACKAGE,.,.,org.apache.logging.log4j.perf.util,util,3139,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0,false,PACKAGE,0,0,1,false,0,1,0.00112368277164334,0,PACKAGE,.,.,org.apache.logging.log4j.perf.internal,internal,3147,container
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,0.111111111111111,false,PACKAGE,2,10,0.857142857142857,false,701,9,0.00512227641746745,0,PACKAGE,.,.,org.apache.logging.log4j.perf.nogc,nogc,3155,container
